country,countrynames,score,rank,year,type
Bosnia and Herzegovina,보스니아 헤르체고비나,0.978840641291323,42,2017,health
Bosnia and Herzegovina,보스니아 헤르체고비나,0.275242059498923,35,2017,political
Botswana,보츠와나,0.719776037816007,46,2017,overall
Botswana,보츠와나,0.8219112183165271,6,2017,economic
Botswana,보츠와나,1,1,2017,education
Botswana,보츠와나,0.9782382719087491,48,2017,health
Botswana,보츠와나,0.0789546610387502,122,2017,political
Brazil,브라질,0.683896760668425,90,2017,overall
Brazil,브라질,0.655316943822138,83,2017,economic
Brazil,브라질,1,1,2017,education
Brazil,브라질,0.979557997452017,1,2017,health
Brazil,브라질,0.100712101399545,110,2017,political
Brunei Darussalam,브루나이,0.670524747830655,102,2017,overall
Brunei Darussalam,브루나이,0.692044695834688,61,2017,economic
Brunei Darussalam,브루나이,0.989978693671249,78,2017,education
Brunei Darussalam,브루나이,0.969103413191679,111,2017,health
Brunei Darussalam,브루나이,0.030972188625002103,140,2017,political
Bulgaria,불가리아,0.756174262032693,18,2017,overall
Bulgaria,불가리아,0.709728369645546,51,2017,economic
Bulgaria,불가리아,0.989704921434894,80,2017,education
Bulgaria,불가리아,0.979139301277402,36,2017,health
Bulgaria,불가리아,0.34612445577293,23,2017,political
Burkina Faso,부르키나파소,0.645878839533088,121,2017,overall
Burkina Faso,부르키나파소,0.7160997394247811,47,2017,economic
Burkina Faso,부르키나파소,0.829118535767032,133,2017,education
Burkina Faso,부르키나파소,0.962842574086946,134,2017,health
Burkina Faso,부르키나파소,0.0754545088535906,125,2017,political
Burundi,부룬디,0.755348183428409,22,2017,overall
Burundi,부룬디,0.910653597489886,1,2017,economic
Burundi,부룬디,0.876280289581876,128,2017,education
Burundi,부룬디,0.979557997452017,1,2017,health
Burundi,부룬디,0.254900849189858,40,2017,political
Cambodia,캄보디아,0.675666453683349,99,2017,overall
Cambodia,캄보디아,0.698240257533172,56,2017,economic
Cambodia,캄보디아,0.921135617294767,121,2017,education
Cambodia,캄보디아,0.979557997452017,1,2017,health
Cambodia,캄보디아,0.10373194245344002,106,2017,political
Cameroon,카메룬,0.688792876890332,87,2017,overall
Cameroon,카메룬,0.7247747603524011,40,2017,economic
Cameroon,카메룬,0.867778666066654,129,2017,education
Cameroon,카메룬,0.971846974930022,92,2017,health
Cameroon,카메룬,0.190771106212252,64,2017,political
Canada,캐나다,0.768807208713502,16,2017,overall
Canada,캐나다,0.744473693649523,29,2017,economic
Canada,캐나다,1,1,2017,education
Canada,캐나다,0.969968324214634,105,2017,health
Canada,캐나다,0.360786816989853,20,2017,political
Cape Verde,카보베르데,0.685590234588103,89,2017,overall
Cape Verde,카보베르데,0.614801371157784,106,2017,economic
Cape Verde,카보베르데,0.980038923204005,93,2017,education
Cape Verde,카보베르데,0.96938423398566,110,2017,health
Cape Verde,카보베르데,0.178136410004963,70,2017,political
Chad,차드,0.575022069433846,141,2017,overall
Chad,차드,0.667102681113232,77,2017,economic
Chad,차드,0.572069501156325,144,2017,education
Chad,차드,0.974388846071163,73,2017,health
Chad,차드,0.0865272493946653,120,2017,political
Chile,칠레,0.703980281486437,63,2017,overall
Chile,칠레,0.572839600045175,117,2017,economic
Chile,칠레,0.998824739864105,39,2017,education
Chile,칠레,0.978282465123702,47,2017,health
Chile,칠레,0.265974320912764,36,2017,political
China,중국,0.67362714876453,100,2017,overall
China,중국,0.6540657513966521,86,2017,economic
China,중국,0.9625555595413509,102,2017,education
China,중국,0.91777679793322,144,2017,health
China,중국,0.160110486186899,77,2017,political
Colombia,콜롬비아,0.731331790563071,36,2017,overall
Colombia,콜롬비아,0.740064973480318,32,2017,economic
Colombia,콜롬비아,0.999739648279925,30,2017,education
Colombia,콜롬비아,0.979557997452017,1,2017,health
Colombia,콜롬비아,0.20596454304002504,59,2017,political
Costa Rica,코스타리카,0.72663074990909,41,2017,overall
Costa Rica,코스타리카,0.620039675312257,104,2017,economic
Costa Rica,코스타리카,0.998719272414785,40,2017,education
Costa Rica,코스타리카,0.973635192455314,79,2017,health
Costa Rica,코스타리카,0.314128859454002,27,2017,political
Ivory Coast,코트디부아르,0.61137882701663,133,2017,overall
Ivory Coast,코트디부아르,0.575302087880812,115,2017,economic
Ivory Coast,코트디부아르,0.799911044572762,137,2017,education
Ivory Coast,코트디부아르,0.968185961858358,121,2017,health
Ivory Coast,코트디부아르,0.102116213754589,108,2017,political
Croatia,크로아티아,0.710926051559525,54,2017,overall
Croatia,크로아티아,0.689397832052474,63,2017,economic
Croatia,크로아티아,0.995090973895872,58,2017,education
Croatia,크로아티아,0.979557997452017,1,2017,health
Croatia,크로아티아,0.179657402837739,68,2017,political
Cuba,쿠바,0.745375514752486,25,2017,overall
Cuba,쿠바,0.628734886538432,99,2017,economic
Cuba,쿠바,1,1,2017,education
Cuba,쿠바,0.970374261175803,103,2017,health
Cuba,쿠바,0.382392911295709,19,2017,political
Cyprus,키프로스,0.683640704223623,92,2017,overall
Cyprus,키프로스,0.6787224790189189,66,2017,economic
Cyprus,키프로스,0.9977649458711411,46,2017,education
Cyprus,키프로스,0.9660232899818921,126,2017,health
Cyprus,키프로스,0.0920521020225389,115,2017,political
Czech Republic,체코,0.688212202490569,88,2017,overall
Czech Republic,체코,0.6428862184072301,92,2017,economic
Czech Republic,체코,1,1,2017,education
Czech Republic,체코,0.979557997452017,1,2017,health
Czech Republic,체코,0.130404594103029,91,2017,political
Denmark,덴마크,0.776495668787465,14,2017,overall
Denmark,덴마크,0.728080285285582,36,2017,economic
Denmark,덴마크,1,1,2017,education
Denmark,덴마크,0.971423409814421,95,2017,health
Denmark,덴마크,0.406478980049857,16,2017,political
Dominican Republic,도미니카공화국,0.697025801670414,70,2017,overall
Dominican Republic,도미니카공화국,0.638496891458068,95,2017,economic
Dominican Republic,도미니카공화국,0.991353412350884,72,2017,education
Dominican Republic,도미니카공화국,0.979557997452017,1,2017,health
Dominican Republic,도미니카공화국,0.178694905420688,69,2017,political
Ecuador,에콰도르,0.724344169435713,42,2017,overall
Ecuador,에콰도르,0.641552367791312,93,2017,economic
Ecuador,에콰도르,0.995766039741453,54,2017,education
Ecuador,에콰도르,0.976762505237115,57,2017,health
Ecuador,에콰도르,0.283295764972973,32,2017,political
Egypt,이집트,0.607978656739697,134,2017,overall
Egypt,이집트,0.413423276087241,135,2017,economic
Egypt,이집트,0.960211137918807,104,2017,education
Egypt,이집트,0.970949211505596,99,2017,health
Egypt,이집트,0.087331001447145,119,2017,political
El Salvador,엘살바도르,0.7048335943493,62,2017,overall
El Salvador,엘살바도르,0.633637122299013,97,2017,economic
El Salvador,엘살바도르,0.992007279968986,67,2017,education
El Salvador,엘살바도르,0.979557997452017,1,2017,health
El Salvador,엘살바도르,0.214131977677184,56,2017,political
Estonia,에스토니아,0.730773005938722,37,2017,overall
Estonia,에스토니아,0.7255827008861488,38,2017,economic
Estonia,에스토니아,1,1,2017,education
Estonia,에스토니아,0.979139301277402,36,2017,health
Estonia,에스토니아,0.218370021591337,52,2017,political
Ethiopia,에티오피아,0.656294848256133,115,2017,overall
Ethiopia,에티오피아,0.604382226615884,109,2017,economic
Ethiopia,에티오피아,0.818718484124751,134,2017,education
Ethiopia,에티오피아,0.978607514610025,44,2017,health
Ethiopia,에티오피아,0.223471167673873,50,2017,political
Fiji,피지,0.638309000641213,125,2017,overall
Fiji,피지,0.4787013682068009,127,2017,economic
Fiji,피지,0.991452947743232,71,2017,education
Fiji,피지,0.979139301277402,36,2017,health
Fiji,피지,0.103942385337418,105,2017,political
Finland,핀란드,0.822578751288473,3,2017,overall
Finland,핀란드,0.793134902277702,16,2017,economic
Finland,핀란드,1,1,2017,education
Finland,핀란드,0.978349322618595,46,2017,health
Finland,핀란드,0.518830780257595,5,2017,political
France,프랑스,0.778273489985271,11,2017,overall
France,프랑스,0.682624551021504,64,2017,economic
France,프랑스,1,1,2017,education
France,프랑스,0.977298259286545,54,2017,health
France,프랑스,0.453171149633035,9,2017,political
Gambia,감비아,0.649318327228391,119,2017,overall
Gambia,감비아,0.627043188101153,100,2017,economic
Gambia,감비아,0.895677685810946,127,2017,education
Gambia,감비아,0.968183130892942,122,2017,health
Gambia,감비아,0.106369304108522,104,2017,political
Georgia,조지아,0.679357897762643,94,2017,overall
Georgia,조지아,0.668513315380884,75,2017,economic
Georgia,조지아,0.989089817450331,81,2017,education
Georgia,조지아,0.967024249928577,124,2017,health
Georgia,조지아,0.0928042082907794,114,2017,political
Germany,독일,0.777880748326671,12,2017,overall
Germany,독일,0.719911448815872,43,2017,economic
Germany,독일,0.969633222349286,98,2017,education
Germany,독일,0.975078684693602,70,2017,health
Germany,독일,0.446899637447922,10,2017,political
Ghana,가나,0.695302314125201,72,2017,overall
Ghana,가나,0.784295261430114,18,2017,economic
Ghana,가나,0.931221119835147,119,2017,education
Ghana,가나,0.96848034818778,118,2017,health
Ghana,가나,0.09721252704776569,112,2017,political
Greece,그리스,0.692259378995247,78,2017,overall
Greece,그리스,0.669696715713828,73,2017,economic
Greece,그리스,0.9907538926692451,76,2017,education
Greece,그리스,0.972526380404914,89,2017,health
Greece,그리스,0.136060527193,88,2017,political
Guatemala,과테말라,0.667442521376534,110,2017,overall
Guatemala,과테말라,0.626009410572555,101,2017,economic
Guatemala,과테말라,0.962266392546614,103,2017,education
Guatemala,과테말라,0.979557997452017,1,2017,health
Guatemala,과테말라,0.10193628493494898,109,2017,political
Guinea,기니,0.659456142085494,113,2017,overall
Guinea,기니,0.812714660376871,10,2017,economic
Guinea,기니,0.699171194113308,143,2017,education
Guinea,기니,0.963699575180613,132,2017,health
Guinea,기니,0.16223913867118298,76,2017,political
Honduras,온두라스,0.710680413134126,55,2017,overall
Honduras,온두라스,0.668983619567456,74,2017,economic
Honduras,온두라스,0.999757002777918,29,2017,education
Honduras,온두라스,0.973688713153101,78,2017,health
Honduras,온두라스,0.20029231703803,61,2017,political
Hungary,헝가리,0.6701491280797,103,2017,overall
Hungary,헝가리,0.675257627786923,68,2017,economic
Hungary,헝가리,0.9915937859081029,68,2017,education
Hungary,헝가리,0.979139301277402,36,2017,health
Hungary,헝가리,0.034605797346371,138,2017,political
Iceland,아이스랜드,0.877981462260649,1,2017,overall
Iceland,아이스랜드,0.7983913541346381,14,2017,economic
Iceland,아이스랜드,0.995134686994324,57,2017,education
Iceland,아이스랜드,0.9687425183416749,114,2017,health
Iceland,아이스랜드,0.7496572895719609,1,2017,political
India,인도,0.668944288707195,108,2017,overall
India,인도,0.375521876080812,139,2017,economic
India,인도,0.951651408920116,112,2017,education
India,인도,0.941974575525386,141,2017,health
India,인도,0.40662929430246497,15,2017,political
Indonesia,인도네시아,0.69123504889852,84,2017,overall
Indonesia,인도네시아,0.609516935315409,108,2017,economic
Indonesia,인도네시아,0.986201230733507,88,2017,education
Indonesia,인도네시아,0.976313592716717,60,2017,health
Indonesia,인도네시아,0.192908436828446,63,2017,political
Iran,이란,0.582778983203566,140,2017,overall
Iran,이란,0.357441638939809,140,2017,economic
Iran,이란,0.965291063404308,100,2017,education
Iran,이란,0.962538551309258,135,2017,health
Iran,이란,0.045844679160888295,136,2017,political
Ireland,아일랜드,0.793637406893385,8,2017,overall
Ireland,아일랜드,0.709915272119255,50,2017,economic
Ireland,아일랜드,1,1,2017,education
Ireland,아일랜드,0.971354050179575,96,2017,health
Ireland,아일랜드,0.493280305274709,6,2017,political
Israel,이스라엘,0.721126370117566,44,2017,overall
Israel,이스라엘,0.6810112776933831,65,2017,economic
Israel,이스라엘,1,1,2017,education
Israel,이스라엘,0.9710074307907361,98,2017,health
Israel,이스라엘,0.232486771986144,47,2017,political
Italy,이탈리아,0.691575211718738,82,2017,overall
Italy,이탈리아,0.570626313994242,118,2017,economic
Italy,이탈리아,0.994501837424134,60,2017,education
Italy,이탈리아,0.967250091490155,123,2017,health
Italy,이탈리아,0.233922603966423,46,2017,political
Jamaica,자메이카,0.716989935334009,51,2017,overall
Jamaica,자메이카,0.7251655168902541,39,2017,economic
Jamaica,자메이카,1,1,2017,education
Jamaica,자메이카,0.971797491640524,93,2017,health
Jamaica,자메이카,0.17099673280525698,74,2017,political
Japan,일본,0.657134665250932,114,2017,overall
Japan,일본,0.579911692462054,114,2017,economic
Japan,일본,0.991097674203123,74,2017,education
Japan,일본,0.979557997452017,1,2017,health
Japan,일본,0.0779712968865337,123,2017,political
Jordan,요르단,0.604386996110048,135,2017,overall
Jordan,요르단,0.377076588446593,138,2017,economic
Jordan,요르단,0.996379575835818,51,2017,education
Jordan,요르단,0.96876239824929,113,2017,health
Jordan,요르단,0.0753294219084903,126,2017,political
Kazakhstan,카자흐스탄,0.712613666448224,52,2017,overall
Kazakhstan,카자흐스탄,0.744285032458835,30,2017,economic
Kazakhstan,카자흐스탄,0.997335407074752,48,2017,education
Kazakhstan,카자흐스탄,0.979139301277402,36,2017,health
Kazakhstan,카자흐스탄,0.129694924981909,93,2017,political
Kenya,켄야,0.693820755650518,76,2017,overall
Kenya,켄야,0.719666479319652,44,2017,economic
Kenya,켄야,0.92866425571324,120,2017,education
Kenya,켄야,0.979557997452017,1,2017,health
Kenya,켄야,0.147394290117161,83,2017,political
South Korea,한국,0.649994368550243,118,2017,overall
South Korea,한국,0.532596107098159,121,2017,economic
South Korea,한국,0.9599475217685332,105,2017,education
South Korea,한국,0.973025163213509,84,2017,health
South Korea,한국,0.134408682120772,90,2017,political
Kuwait,쿠웨이트,0.627588444012568,129,2017,overall
Kuwait,쿠웨이트,0.51808225149554,125,2017,economic
Kuwait,쿠웨이트,0.996217516818397,52,2017,education
Kuwait,쿠웨이트,0.9685635260561589,117,2017,health
Kuwait,쿠웨이트,0.0274904816801753,141,2017,political
Kyrgyzstan,키르기스스탄,0.690819615672475,85,2017,overall
Kyrgyzstan,키르기스스탄,0.664021615899309,78,2017,economic
Kyrgyzstan,키르기스스탄,0.989917943855659,79,2017,education
Kyrgyzstan,키르기스스탄,0.979557997452017,1,2017,health
Kyrgyzstan,키르기스스탄,0.129780905482912,92,2017,political
Laos,라오스,0.703393154724831,64,2017,overall
Laos,라오스,0.768649099063618,22,2017,economic
Laos,라오스,0.933282253723796,118,2017,education
Laos,라오스,0.974284655398163,74,2017,health
Laos,라오스,0.137356610713748,87,2017,political
Latvia,라트비아,0.755819534758745,20,2017,overall
Latvia,라트비아,0.7981975279748869,15,2017,economic
Latvia,라트비아,1,1,2017,education
Latvia,라트비아,0.979557997452017,1,2017,health
Latvia,라트비아,0.24552261360807603,41,2017,political
Lebanon,레바논,0.596020074178087,137,2017,overall
Lebanon,레바논,0.439552575375212,133,2017,economic
Lebanon,레바논,0.956162155549345,109,2017,education
Lebanon,레바논,0.969545516775659,109,2017,health
Lebanon,레바논,0.018820049012131,142,2017,political
Lesotho,레소토,0.695244651756941,73,2017,overall
Lesotho,레소토,0.6549784635417,84,2017,economic
Lesotho,레소토,1,1,2017,education
Lesotho,레소토,0.979168511695458,35,2017,health
Lesotho,레소토,0.146831631790607,84,2017,political
Liberia,라이베리아,0.668970777889918,107,2017,overall
Liberia,라이베리아,0.6952480861743741,58,2017,economic
Liberia,라이베리아,0.7720546367198738,138,2017,education
Liberia,라이베리아,0.972985027478478,85,2017,health
Liberia,라이베리아,0.235595361186946,45,2017,political
Lithuania,리투아니아,0.742323603792155,28,2017,overall
Lithuania,리투아니아,0.7487549619664801,28,2017,economic
Lithuania,리투아니아,1,1,2017,education
Lithuania,리투아니아,0.979557997452017,1,2017,health
Lithuania,리투아니아,0.240981455750124,42,2017,political
Luxembourg,룩셈부르크,0.706132994741781,59,2017,overall
Luxembourg,룩셈부르크,0.667365946148422,76,2017,economic
Luxembourg,룩셈부르크,1,1,2017,education
Luxembourg,룩셈부르크,0.9729147022675381,86,2017,health
Luxembourg,룩셈부르크,0.184251330551162,66,2017,political
Macedonia,마케도니아,0.701588977787584,67,2017,overall
Macedonia,마케도니아,0.636047565345256,96,2017,economic
Macedonia,마케도니아,0.985185623824201,90,2017,education
Macedonia,마케도니아,0.9760756615952301,65,2017,health
Macedonia,마케도니아,0.20904706038564702,58,2017,political
Madagascar,마다가스카르,0.691770635536973,80,2017,overall
Madagascar,마다가스카르,0.715656717111559,48,2017,economic
Madagascar,마다가스카르,0.949996338610486,114,2017,education
Madagascar,마다가스카르,0.9740166469453428,76,2017,health
Madagascar,마다가스카르,0.127412839480502,94,2017,political
Malawi,말라위,0.672231171733475,101,2017,overall
Malawi,말라위,0.654337255739765,85,2017,economic
Malawi,말라위,0.908111034732528,126,2017,education
Malawi,말라위,0.974011880051591,77,2017,health
Malawi,말라위,0.152464516410017,81,2017,political
Malaysia,말레이시아,0.670108776260587,104,2017,overall
Malaysia,말레이시아,0.653994428339836,87,2017,economic
Malaysia,말레이시아,0.990686190887189,77,2017,education
Malaysia,말레이시아,0.977483613718223,53,2017,health
Malaysia,말레이시아,0.0582708720971015,133,2017,political
Maldives,몰디브,0.669215375428655,106,2017,overall
Maldives,몰디브,0.641462782825141,94,2017,economic
Maldives,몰디브,1,1,2017,education
Maldives,몰디브,0.963066978458329,133,2017,health
Maldives,몰디브,0.0723317404311503,128,2017,political
Mali,말리,0.583138739784449,139,2017,overall
Mali,말리,0.51786581761209,126,2017,economic
Mali,말리,0.7409147227241271,140,2017,education
Mali,말리,0.9558544898545989,139,2017,health
Mali,말리,0.11791992894698,99,2017,political
Malta,몰타,0.681594086121105,93,2017,overall
Malta,몰타,0.609897213475059,107,2017,economic
Malta,몰타,1,1,2017,education
Malta,몰타,0.970528565416903,102,2017,health
Malta,몰타,0.145950565592457,85,2017,political
Mauritania,모리타니,0.613517144631907,132,2017,overall
Mauritania,모리타니,0.416964645026451,134,2017,economic
Mauritania,모리타니,0.853333786880843,131,2017,education
Mauritania,모리타니,0.969718712541747,107,2017,health
Mauritania,모리타니,0.21405143407858498,57,2017,political
Mauritius,모리셔스,0.664008851021354,112,2017,overall
Mauritius,모리셔스,0.594677244134565,113,2017,economic
Mauritius,모리셔스,0.991587596990432,69,2017,education
Mauritius,모리셔스,0.979557997452017,1,2017,health
Mauritius,모리셔스,0.09021256550840122,116,2017,political
Mexico,멕시코,0.691766904214203,81,2017,overall
Mexico,멕시코,0.518234891777299,124,2017,economic
Mexico,멕시코,0.995902991872438,53,2017,education
Mexico,멕시코,0.976714094551174,58,2017,health
Mexico,멕시코,0.276215638655901,34,2017,political
Moldova,몰도바,0.739662915841366,30,2017,overall
Moldova,몰도바,0.810684186734695,11,2017,economic
Moldova,몰도바,0.9921647144039532,66,2017,education
Moldova,몰도바,0.979557997452017,1,2017,health
Moldova,몰도바,0.176244764774798,72,2017,political
Mongolia,몽골,0.71253542361645,53,2017,overall
Mongolia,몽골,0.775806678819254,20,2017,economic
Mongolia,몽골,0.992639143728821,65,2017,education
Mongolia,몽골,0.979557997452017,1,2017,health
Mongolia,몽골,0.10213787446570902,107,2017,political
Montenegro,몬테네그로,0.692881313830481,77,2017,overall
Montenegro,몬테네그로,0.652580718328704,88,2017,economic
Montenegro,몬테네그로,0.988047361522785,83,2017,education
Montenegro,몬테네그로,0.974179260913741,75,2017,health
Montenegro,몬테네그로,0.156717914556693,79,2017,political
Morocco,모로코,0.59838688708193,136,2017,overall
Morocco,모로코,0.391490721749032,137,2017,economic
Morocco,모로코,0.920337894424788,122,2017,education
Morocco,모로코,0.964740636228237,128,2017,health
Morocco,모로코,0.116978295925665,100,2017,political
Mozambique,모잠비크,0.740656386560616,29,2017,overall
Mozambique,모잠비크,0.7886577197422401,17,2017,economic
Mozambique,모잠비크,0.8572677585168491,130,2017,education
Mozambique,모잠비크,0.9769041684229791,56,2017,health
Mozambique,모잠비크,0.339795899560397,24,2017,political
Myanmar,미얀마,0.691303182958468,83,2017,overall
Myanmar,미얀마,0.754408215877612,26,2017,economic
Myanmar,미얀마,0.9754857366141991,95,2017,education
Myanmar,미얀마,0.9760736864336169,66,2017,health
Myanmar,미얀마,0.05924509290844251,132,2017,political
Namibia,나미비아,0.777184321137883,13,2017,overall
Namibia,나미비아,0.8130754780753819,9,2017,economic
Namibia,나미비아,0.998544369164679,41,2017,education
Namibia,나미비아,0.979557997452017,1,2017,health
Namibia,나미비아,0.317559439859455,26,2017,political
Nepal,네팔,0.66449038971583,111,2017,overall
Nepal,네팔,0.598542131949254,110,2017,economic
Nepal,네팔,0.935803481327608,116,2017,education
Nepal,네팔,0.968688366190794,116,2017,health
Nepal,네팔,0.154927579395665,80,2017,political
Netherlands,네덜란드,0.737260870699531,32,2017,overall
Netherlands,네덜란드,0.656790505140324,82,2017,economic
Netherlands,네덜란드,1,1,2017,education
Netherlands,네덜란드,0.969706873528695,108,2017,health
Netherlands,네덜란드,0.322546104129104,25,2017,political
New Zealand,뉴질랜드,0.791277873182979,9,2017,overall
New Zealand,뉴질랜드,0.767702683077092,23,2017,economic
New Zealand,뉴질랜드,0.998221505731742,43,2017,education
New Zealand,뉴질랜드,0.9686969478496491,115,2017,health
New Zealand,뉴질랜드,0.430490356073434,12,2017,political
Nicaragua,니카라과,0.814188271707571,6,2017,overall
Nicaragua,니카라과,0.701546376082042,54,2017,economic
Nicaragua,니카라과,0.999501766819229,34,2017,education
Nicaragua,니카라과,0.979557997452017,1,2017,health
Nicaragua,니카라과,0.576146946476994,2,2017,political
Nigeria,나이지리아,0.64107067612074,122,2017,overall
Nigeria,나이지리아,0.728062339178639,37,2017,economic
Nigeria,나이지리아,0.81254994391601,135,2017,education
Nigeria,나이지리아,0.9717406816499541,94,2017,health
Nigeria,나이지리아,0.0519297397383561,135,2017,political
Norway,노르웨이,0.829534493452284,2,2017,overall
Norway,노르웨이,0.816004363700251,8,2017,economic
Norway,노르웨이,0.998861855268464,38,2017,education
Norway,노르웨이,0.9734674780452789,80,2017,health
Norway,노르웨이,0.529804276795144,4,2017,political
Pakistan,파키스탄,0.546467842291744,143,2017,overall
Pakistan,파키스탄,0.308868432583117,143,2017,economic
Pakistan,파키스탄,0.802442283658643,136,2017,education
Pakistan,파키스탄,0.948011974030851,140,2017,health
Pakistan,파키스탄,0.126548678894366,95,2017,political
Panama,파나마,0.721929532575822,43,2017,overall
Panama,파나마,0.690989844305522,62,2017,economic
Panama,파나마,0.995455170935019,55,2017,education
Panama,파나마,0.979557997452017,1,2017,health
Panama,파나마,0.221715117610728,51,2017,political
Paraguay,파라과이,0.677819308593502,96,2017,overall
Paraguay,파라과이,0.651777830141197,90,2017,economic
Paraguay,파라과이,0.993827195512356,61,2017,education
Paraguay,파라과이,0.971348515502605,97,2017,health
Paraguay,파라과이,0.0943236932178524,113,2017,political
Peru,페루,0.71890954965297,48,2017,overall
Peru,페루,0.632420708630156,98,2017,economic
Peru,페루,0.988290131082973,82,2017,education
Peru,페루,0.978206474006728,49,2017,health
Peru,페루,0.276720884892024,33,2017,political
Philippines,필리핀,0.78980203055582,10,2017,overall
